:Data_list: 20211207_ace_mag_1m.txt
:Created: 2021 Dec 08 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 12 07  0000   59555       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0001   59555      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0002   59555     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0003   59555     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0004   59555     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0005   59555     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0006   59555     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0007   59555     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0008   59555     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0009   59555     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0010   59555     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0011   59555     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0012   59555     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0013   59555     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0014   59555     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0015   59555     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0016   59555     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0017   59555    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0018   59555    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0019   59555    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0020   59555    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0021   59555    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0022   59555    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0023   59555    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0024   59555    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0025   59555    1500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0026   59555    1560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0027   59555    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0028   59555    1680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0029   59555    1740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0030   59555    1800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0031   59555    1860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0032   59555    1920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0033   59555    1980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0034   59555    2040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0035   59555    2100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0036   59555    2160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0037   59555    2220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0038   59555    2280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0039   59555    2340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0040   59555    2400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0041   59555    2460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0042   59555    2520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0043   59555    2580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0044   59555    2640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0045   59555    2700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0046   59555    2760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0047   59555    2820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0048   59555    2880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0049   59555    2940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0050   59555    3000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0051   59555    3060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0052   59555    3120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0053   59555    3180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0054   59555    3240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0055   59555    3300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0056   59555    3360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0057   59555    3420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0058   59555    3480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0059   59555    3540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0100   59555    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0101   59555    3660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0102   59555    3720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0103   59555    3780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0104   59555    3840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0105   59555    3900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0106   59555    3960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0107   59555    4020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0108   59555    4080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0109   59555    4140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0110   59555    4200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0111   59555    4260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0112   59555    4320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0113   59555    4380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0114   59555    4440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0115   59555    4500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0116   59555    4560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0117   59555    4620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0118   59555    4680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0119   59555    4740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0120   59555    4800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0121   59555    4860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0122   59555    4920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0123   59555    4980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0124   59555    5040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0125   59555    5100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0126   59555    5160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0127   59555    5220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0128   59555    5280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0129   59555    5340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0130   59555    5400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0131   59555    5460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0132   59555    5520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0133   59555    5580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0134   59555    5640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0135   59555    5700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0136   59555    5760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0137   59555    5820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0138   59555    5880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0139   59555    5940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0140   59555    6000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0141   59555    6060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0142   59555    6120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0143   59555    6180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0144   59555    6240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0145   59555    6300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0146   59555    6360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0147   59555    6420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0148   59555    6480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0149   59555    6540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0150   59555    6600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0151   59555    6660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0152   59555    6720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0153   59555    6780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0154   59555    6840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0155   59555    6900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0156   59555    6960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0157   59555    7020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0158   59555    7080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0159   59555    7140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0200   59555    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0201   59555    7260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0202   59555    7320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0203   59555    7380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0204   59555    7440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0205   59555    7500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0206   59555    7560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0207   59555    7620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0208   59555    7680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0209   59555    7740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0210   59555    7800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0211   59555    7860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0212   59555    7920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0213   59555    7980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0214   59555    8040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0215   59555    8100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0216   59555    8160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0217   59555    8220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0218   59555    8280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0219   59555    8340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0220   59555    8400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0221   59555    8460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0222   59555    8520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0223   59555    8580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0224   59555    8640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0225   59555    8700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0226   59555    8760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0227   59555    8820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0228   59555    8880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0229   59555    8940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0230   59555    9000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0231   59555    9060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0232   59555    9120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0233   59555    9180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0234   59555    9240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0235   59555    9300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0236   59555    9360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0237   59555    9420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0238   59555    9480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0239   59555    9540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0240   59555    9600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0241   59555    9660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0242   59555    9720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0243   59555    9780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0244   59555    9840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0245   59555    9900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0246   59555    9960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0247   59555   10020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0248   59555   10080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0249   59555   10140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0250   59555   10200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0251   59555   10260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0252   59555   10320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0253   59555   10380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0254   59555   10440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0255   59555   10500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0256   59555   10560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0257   59555   10620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0258   59555   10680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0259   59555   10740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0300   59555   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0301   59555   10860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0302   59555   10920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0303   59555   10980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0304   59555   11040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0305   59555   11100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0306   59555   11160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0307   59555   11220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0308   59555   11280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0309   59555   11340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0310   59555   11400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0311   59555   11460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0312   59555   11520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0313   59555   11580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0314   59555   11640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0315   59555   11700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0316   59555   11760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0317   59555   11820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0318   59555   11880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0319   59555   11940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0320   59555   12000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0321   59555   12060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0322   59555   12120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0323   59555   12180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0324   59555   12240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0325   59555   12300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0326   59555   12360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0327   59555   12420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0328   59555   12480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0329   59555   12540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0330   59555   12600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0331   59555   12660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0332   59555   12720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0333   59555   12780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0334   59555   12840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0335   59555   12900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0336   59555   12960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0337   59555   13020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0338   59555   13080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0339   59555   13140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0340   59555   13200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0341   59555   13260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0342   59555   13320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0343   59555   13380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0344   59555   13440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0345   59555   13500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0346   59555   13560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0347   59555   13620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0348   59555   13680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0349   59555   13740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0350   59555   13800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0351   59555   13860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0352   59555   13920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0353   59555   13980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0354   59555   14040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0355   59555   14100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0356   59555   14160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0357   59555   14220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0358   59555   14280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0359   59555   14340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0400   59555   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0401   59555   14460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0402   59555   14520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0403   59555   14580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0404   59555   14640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0405   59555   14700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0406   59555   14760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0407   59555   14820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0408   59555   14880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0409   59555   14940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0410   59555   15000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0411   59555   15060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0412   59555   15120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0413   59555   15180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0414   59555   15240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0415   59555   15300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0416   59555   15360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0417   59555   15420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0418   59555   15480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0419   59555   15540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0420   59555   15600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0421   59555   15660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0422   59555   15720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0423   59555   15780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0424   59555   15840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0425   59555   15900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0426   59555   15960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0427   59555   16020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0428   59555   16080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0429   59555   16140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
