:Data_list: 20211209_ace_mag_1m.txt
:Created: 2021 Dec 10 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 12 09  0000   59557       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0001   59557      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0002   59557     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0003   59557     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0004   59557     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0005   59557     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0006   59557     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0007   59557     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0008   59557     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0009   59557     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0010   59557     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0011   59557     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0012   59557     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0013   59557     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0014   59557     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0015   59557     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0016   59557     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0017   59557    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0018   59557    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0019   59557    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0020   59557    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0021   59557    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0022   59557    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0023   59557    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0024   59557    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0025   59557    1500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0026   59557    1560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0027   59557    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0028   59557    1680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0029   59557    1740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0030   59557    1800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0031   59557    1860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0032   59557    1920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0033   59557    1980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0034   59557    2040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0035   59557    2100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0036   59557    2160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0037   59557    2220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0038   59557    2280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0039   59557    2340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0040   59557    2400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0041   59557    2460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0042   59557    2520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0043   59557    2580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0044   59557    2640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0045   59557    2700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0046   59557    2760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0047   59557    2820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0048   59557    2880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0049   59557    2940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0050   59557    3000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0051   59557    3060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0052   59557    3120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0053   59557    3180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0054   59557    3240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0055   59557    3300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0056   59557    3360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0057   59557    3420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0058   59557    3480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0059   59557    3540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0100   59557    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0101   59557    3660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0102   59557    3720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0103   59557    3780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0104   59557    3840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0105   59557    3900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0106   59557    3960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0107   59557    4020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0108   59557    4080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0109   59557    4140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
