:Data_list: 20220102_ace_mag_1m.txt
:Created: 2022 Jan 03 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2022 01 02  0000   59581       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0001   59581      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0002   59581     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0003   59581     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0004   59581     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0005   59581     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0006   59581     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0007   59581     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0008   59581     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0009   59581     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0010   59581     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0011   59581     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0012   59581     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0013   59581     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0014   59581     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0015   59581     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0016   59581     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0017   59581    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0018   59581    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0019   59581    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0020   59581    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0021   59581    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0022   59581    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0023   59581    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0024   59581    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0025   59581    1500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0026   59581    1560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0027   59581    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0028   59581    1680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0029   59581    1740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0030   59581    1800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0031   59581    1860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0032   59581    1920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0033   59581    1980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0034   59581    2040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0035   59581    2100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0036   59581    2160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0037   59581    2220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0038   59581    2280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2022 01 02  0039   59581    2340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
