:Data_list: 20211223_ace_swepam_1m.txt
:Created: 2021 Dec 24 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2021 12 23  0000   59571       0    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0001   59571      60    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0002   59571     120    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0003   59571     180    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0004   59571     240    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0005   59571     300    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0006   59571     360    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0007   59571     420    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0008   59571     480    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0009   59571     540    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0010   59571     600    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0011   59571     660    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0012   59571     720    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0013   59571     780    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0014   59571     840    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0015   59571     900    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0016   59571     960    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0017   59571    1020    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0018   59571    1080    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0019   59571    1140    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0020   59571    1200    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0021   59571    1260    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0022   59571    1320    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0023   59571    1380    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0024   59571    1440    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0025   59571    1500    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0026   59571    1560    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0027   59571    1620    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0028   59571    1680    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0029   59571    1740    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0030   59571    1800    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0031   59571    1860    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0032   59571    1920    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0033   59571    1980    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0034   59571    2040    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0035   59571    2100    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0036   59571    2160    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0037   59571    2220    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0038   59571    2280    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0039   59571    2340    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0040   59571    2400    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0041   59571    2460    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0042   59571    2520    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0043   59571    2580    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0044   59571    2640    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0045   59571    2700    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0046   59571    2760    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0047   59571    2820    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0048   59571    2880    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0049   59571    2940    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0050   59571    3000    9    -9999.9    -9999.9    -1.00e+05
2021 12 23  0051   59571    3060    9    -9999.9    -9999.9    -1.00e+05
